,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"beta[4, 75]",0.0,2.237,-4.147,3.841,0.025,0.022,10096.0,5728.0,1.0
"beta[4, 76]",-0.042,2.376,-3.723,4.413,0.026,0.022,9805.0,5520.0,1.0
"beta[4, 77]",-0.078,2.412,-4.394,3.764,0.027,0.023,8946.0,5220.0,1.0
"beta[4, 78]",0.028,2.329,-3.887,4.459,0.022,0.024,13409.0,5253.0,1.0
"beta[4, 79]",-0.038,2.405,-4.363,4.21,0.026,0.025,10733.0,5486.0,1.0
"beta[4, 80]",-0.024,2.33,-4.109,4.498,0.024,0.025,12899.0,5611.0,1.0
"beta[4, 81]",-0.028,2.324,-4.225,4.3,0.022,0.023,12201.0,5200.0,1.0
"beta[4, 82]",-0.014,2.316,-4.202,4.114,0.022,0.024,14738.0,5655.0,1.0
"beta[4, 83]",-0.036,2.252,-4.037,4.185,0.024,0.023,10823.0,4845.0,1.0
"beta[4, 84]",-0.029,2.43,-4.643,3.899,0.026,0.028,10191.0,4614.0,1.0
"beta[4, 85]",0.231,2.848,-4.951,5.16,0.064,0.045,1916.0,2595.0,1.0
"beta[4, 86]",0.125,2.54,-4.542,4.452,0.035,0.025,4818.0,5397.0,1.0
"beta[4, 87]",0.026,2.371,-4.527,4.228,0.024,0.023,11123.0,5817.0,1.0
"beta[4, 88]",0.026,2.432,-3.989,4.474,0.025,0.023,11072.0,5518.0,1.0
"beta[4, 89]",-0.049,2.334,-4.365,4.014,0.024,0.022,10867.0,5234.0,1.0
"beta[4, 90]",-0.033,2.462,-4.163,4.777,0.028,0.026,9770.0,5144.0,1.0
"beta[4, 91]",-0.02,2.438,-4.463,4.461,0.025,0.025,12178.0,5183.0,1.0
"beta[4, 92]",-0.027,2.546,-4.688,4.633,0.026,0.026,10972.0,5673.0,1.0
"beta[4, 93]",0.012,2.514,-4.533,4.274,0.027,0.029,10500.0,5046.0,1.0
"beta[4, 94]",-0.05,2.521,-4.613,4.3,0.027,0.024,11071.0,5610.0,1.0
"beta[4, 95]",-0.007,2.585,-4.536,4.526,0.027,0.028,14600.0,5086.0,1.0
"beta[4, 96]",-0.04,2.606,-4.184,4.896,0.028,0.024,9260.0,5342.0,1.0
"beta[4, 97]",-0.07,2.586,-4.822,4.349,0.028,0.024,9845.0,4964.0,1.0
"beta[4, 98]",-0.042,2.514,-4.516,4.54,0.026,0.027,11537.0,5604.0,1.0
"beta[4, 99]",0.026,2.546,-4.549,4.72,0.026,0.025,11482.0,5762.0,1.0
"beta[4, 100]",-0.026,2.59,-4.558,4.922,0.026,0.024,12004.0,5638.0,1.0
"beta[4, 101]",-0.002,2.915,-4.925,4.907,0.034,0.033,11815.0,4793.0,1.0
"beta[4, 102]",-0.03,2.699,-4.856,4.686,0.025,0.029,14459.0,5358.0,1.0
"beta[4, 103]",-0.04,2.645,-4.391,4.666,0.028,0.024,10141.0,5432.0,1.0
"beta[4, 104]",-0.045,2.598,-4.697,5.15,0.029,0.028,9204.0,4387.0,1.0
"beta[4, 105]",-0.006,2.722,-4.845,5.012,0.028,0.029,12811.0,5808.0,1.0
"beta[4, 106]",-0.075,2.647,-4.855,4.449,0.027,0.025,11425.0,5346.0,1.0
"beta[4, 107]",0.022,2.729,-5.055,4.792,0.026,0.029,13574.0,5043.0,1.0
"beta[4, 108]",-0.012,2.633,-4.607,4.881,0.026,0.027,10928.0,5034.0,1.0
"beta[4, 109]",-0.055,2.704,-5.401,4.702,0.029,0.025,9800.0,5568.0,1.0
"beta[4, 110]",-0.015,2.898,-4.647,5.455,0.029,0.028,13032.0,4796.0,1.0
"beta[4, 111]",0.042,2.78,-4.93,4.867,0.028,0.029,13927.0,5970.0,1.0
"beta[4, 112]",-0.045,2.618,-4.672,4.921,0.028,0.027,9937.0,4563.0,1.0
"beta[4, 113]",-0.062,2.666,-4.968,4.908,0.026,0.029,11150.0,4695.0,1.0
"beta[4, 114]",-0.056,2.82,-5.419,4.934,0.034,0.029,9289.0,4989.0,1.0
"beta[4, 115]",-0.071,2.678,-5.095,4.672,0.029,0.026,9687.0,5632.0,1.0
"beta[4, 116]",-0.029,2.848,-5.149,5.086,0.031,0.03,10026.0,5548.0,1.0
"beta[4, 117]",-0.058,2.887,-4.916,5.451,0.032,0.032,11106.0,5546.0,1.0
"beta[4, 118]",-0.05,2.818,-4.844,5.414,0.027,0.025,11579.0,5094.0,1.0
"beta[4, 119]",0.031,2.833,-4.736,5.198,0.029,0.029,11990.0,5349.0,1.0
"beta[4, 120]",0.005,2.876,-5.085,5.308,0.03,0.03,12466.0,5641.0,1.0
"beta[4, 121]",-0.02,2.978,-5.708,4.846,0.031,0.032,10078.0,4626.0,1.0
"beta[4, 122]",-0.01,2.803,-5.02,5.18,0.029,0.03,10421.0,5018.0,1.0
"beta[4, 123]",0.037,2.846,-4.999,5.692,0.028,0.028,12757.0,5440.0,1.0
"beta[4, 124]",-0.001,2.901,-4.756,5.8,0.028,0.029,12919.0,4970.0,1.0
"beta[5, 0]",0.0,0.0,0.0,-0.0,0.0,0.0,8000.0,8000.0,
"beta[5, 1]",-0.001,0.265,-0.427,0.501,0.003,0.003,13329.0,5560.0,1.0
"beta[5, 2]",0.003,0.376,-0.665,0.7,0.004,0.004,14089.0,5620.0,1.0
"beta[5, 3]",0.001,0.487,-0.907,0.82,0.006,0.006,10642.0,4979.0,1.0
"beta[5, 4]",0.004,0.525,-0.961,0.946,0.006,0.005,10849.0,5339.0,1.0
"beta[5, 5]",-0.006,0.659,-1.23,1.169,0.008,0.007,7978.0,4526.0,1.0
"beta[5, 6]",0.013,0.625,-1.074,1.185,0.006,0.006,11568.0,5626.0,1.0
"beta[5, 7]",0.002,0.716,-1.305,1.335,0.018,0.012,1338.0,2358.0,1.01
"beta[5, 8]",-0.01,0.776,-1.388,1.342,0.007,0.008,13534.0,4750.0,1.0
"beta[5, 9]",-0.002,0.757,-1.423,1.361,0.007,0.008,14058.0,5599.0,1.0
"beta[5, 10]",0.01,0.822,-1.51,1.446,0.008,0.008,13834.0,5625.0,1.0
"beta[5, 11]",-0.007,0.878,-1.592,1.495,0.009,0.009,12911.0,5963.0,1.0
"beta[5, 12]",0.004,0.949,-1.611,1.681,0.01,0.01,12509.0,5225.0,1.0
"beta[5, 13]",0.012,0.956,-1.597,1.86,0.01,0.009,12498.0,5778.0,1.0
"beta[5, 14]",0.004,1.022,-1.598,1.994,0.011,0.011,12293.0,5234.0,1.0
"beta[5, 15]",0.002,1.054,-1.788,1.967,0.01,0.011,13269.0,5433.0,1.0
"beta[5, 16]",-0.013,1.055,-1.874,1.902,0.01,0.011,14355.0,5495.0,1.0
"beta[5, 17]",-0.013,1.053,-1.914,2.017,0.025,0.018,1820.0,2984.0,1.0
"beta[5, 18]",0.016,1.242,-2.214,2.241,0.042,0.03,820.0,1719.0,1.01
"beta[5, 19]",0.008,1.161,-1.952,2.174,0.013,0.011,9008.0,5360.0,1.0
"beta[5, 20]",-0.006,1.142,-2.115,2.121,0.02,0.014,2825.0,4133.0,1.0
"beta[5, 21]",-0.003,1.172,-2.03,1.946,0.013,0.011,9461.0,5589.0,1.0
"beta[5, 22]",0.016,1.482,-2.674,2.629,0.06,0.042,556.0,1117.0,1.01
"beta[5, 23]",-0.003,1.282,-2.112,2.406,0.023,0.016,2429.0,4046.0,1.0
"beta[5, 24]",-0.002,1.224,-2.23,2.382,0.013,0.012,10119.0,5516.0,1.0
"beta[5, 25]",0.03,1.637,-2.751,3.022,0.082,0.058,383.0,658.0,1.01
"beta[5, 26]",-0.002,1.333,-2.319,2.432,0.015,0.013,8999.0,5522.0,1.0
"beta[5, 27]",0.016,1.423,-2.417,2.793,0.035,0.025,1467.0,2251.0,1.01
"beta[5, 28]",-0.01,1.444,-2.559,2.53,0.024,0.017,2982.0,4034.0,1.0
"beta[5, 29]",-0.029,1.455,-2.557,2.573,0.021,0.015,3577.0,4053.0,1.0
"beta[5, 30]",0.015,1.415,-2.44,2.875,0.015,0.014,11895.0,5246.0,1.0
"beta[5, 31]",-0.008,1.441,-2.689,2.617,0.028,0.02,2423.0,4353.0,1.0
"beta[5, 32]",0.018,1.361,-2.736,2.314,0.015,0.013,9164.0,5863.0,1.0
"beta[5, 33]",0.016,1.454,-2.695,2.732,0.024,0.017,3984.0,4488.0,1.0
"beta[5, 34]",0.009,1.508,-2.66,2.625,0.017,0.014,8926.0,5671.0,1.0
"beta[5, 35]",0.042,1.538,-2.808,2.673,0.017,0.015,9028.0,5546.0,1.0
"beta[5, 36]",0.013,1.831,-3.254,3.244,0.062,0.044,910.0,1114.0,1.01
"beta[5, 37]",0.044,1.836,-2.99,3.731,0.069,0.048,687.0,1102.0,1.01
"beta[5, 38]",0.007,1.581,-2.85,2.857,0.02,0.019,6918.0,4520.0,1.0
"beta[5, 39]",-0.008,1.548,-2.782,2.791,0.017,0.016,8632.0,5396.0,1.0
"beta[5, 40]",-0.042,1.68,-2.855,3.105,0.025,0.018,4218.0,3733.0,1.0
"beta[5, 41]",0.005,1.624,-2.962,2.902,0.02,0.017,6971.0,5174.0,1.0
"beta[5, 42]",0.026,1.771,-3.035,3.296,0.039,0.028,1675.0,2600.0,1.01
"beta[5, 43]",-0.108,1.584,-2.952,2.361,0.019,0.015,7102.0,5344.0,1.0
"beta[5, 44]",0.016,1.669,-3.062,3.092,0.017,0.016,10832.0,5341.0,1.0
"beta[5, 45]",0.011,1.746,-2.972,3.259,0.024,0.017,5312.0,4653.0,1.0
"beta[5, 46]",-0.032,1.759,-2.843,3.424,0.022,0.018,4241.0,5241.0,1.0
"beta[5, 47]",0.015,1.818,-3.201,3.088,0.027,0.019,4374.0,3497.0,1.0
"beta[5, 48]",-0.003,1.815,-3.183,3.166,0.019,0.019,13290.0,5719.0,1.0
"beta[5, 49]",-0.005,1.846,-3.117,3.435,0.023,0.021,6054.0,5028.0,1.0
